userid,ADD BOOKMARK,ADD MARKER,ADD MEMO,ADD_HW_MEMO,BOOKMARK_JUMP,CHANGE MEMO,CLEAR_HW_MEMO,CLOSE,CLOSE_RECOMMENDATION,DELETE BOOKMARK,DELETE MARKER,DELETE_MEMO,GETIT,LINK_CLICK,MEMO_JUMP,NEXT,NOTGETIT,OPEN,OPEN_RECOMMENDATION,PAGE_JUMP,PREV,REGIST CONTENTS,SEARCH,SEARCH_JUMP,UNDO_HW_MEMO
3e018e2078fe88dfd6c8c52bf425cfc3,0,207,28,15,0,16,0,92,0,0,18,3,3,0,2,3491,0,159,0,68,1387,0,0,0,2
3e5fd8ec3f352d90ff3906ae403ebeac,1,416,37,0,0,25,0,228,0,0,28,2,2,0,0,4269,0,352,0,6,1591,0,0,0,0
41364796890f9cffd068307dbdff9559,0,96,12,0,0,1,0,124,0,0,2,1,2,0,0,3644,0,176,0,37,1103,0,0,0,0
41ec69e13985861a5b014318f13ab1e1,2,51,11,0,0,15,0,96,0,2,10,0,2,0,0,1464,4,109,0,6,698,0,0,0,0
4281b43958059de8ff96710b6a2d947a,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,195,0,26,0,0,47,2,0,0,0
43f0e2e3fc7691c51613758e2b65928e,97,556,62,0,667,149,0,612,1,14,53,8,3,0,0,8549,2,779,0,135,3256,0,1,0,0
447479f2c66040046a9b32ccfbaae127,0,292,15,1,0,6,0,70,0,0,29,1,0,0,1,2507,0,87,0,23,1225,0,0,0,1
4524e704e7373c5dfc78a24d105a70c8,3,196,11,0,0,1,0,49,1,3,34,1,1,0,0,2564,1,140,0,27,787,0,0,0,0
479e88f02385c56f386d07d59f02a3b2,2,257,26,3,0,17,0,122,1,1,20,1,1,0,0,5037,2,426,0,15,1535,0,0,0,0
481c56986ebae62c870b0da9bbafc5c6,4,221,59,2,0,86,0,149,0,2,52,10,11,0,1,2356,1,222,0,173,1094,0,5,1,0
4833fcc42db441d6e8e97f762ca1e2e3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,135,0,20,0,0,26,0,0,0,0
4c2a6bec22f436e1b14bbefa24443b4d,6,354,45,7,4,30,0,192,0,6,27,6,7,0,0,2458,0,204,0,45,856,0,2,0,0
4ddf5f5db7e19cc17b603ce8e8ff351f,3,79,6,0,3,2,0,43,0,2,6,0,2,0,0,1946,1,92,0,18,854,0,0,0,0
4e3519d7eafbfccdae231756fcf2ce9c,20,248,33,0,24,35,0,388,0,4,15,1,2,0,5,5971,0,417,0,5,2439,0,0,0,0
4e4fc034dea12369dc5de555ad478a07,1,169,23,0,0,20,0,92,0,1,21,2,1,0,0,1657,1,121,0,35,685,0,0,0,0
4f25425fdbeff3e6ce39ffa4d4a3cb0b,3,25,6,1,0,5,0,14,0,3,7,0,0,0,0,1581,0,39,0,56,1004,0,0,0,0
4f7edf8af873ccef5e94647cdafcfc1a,3,156,8,0,0,7,0,88,0,2,5,0,0,0,0,2993,2,116,0,49,1085,0,0,0,0
4f9f1b81a07e3a192853ab1099a68fca,4,330,29,0,2,84,0,250,0,4,14,0,1,0,0,3620,0,299,0,30,1499,0,1,0,0
5104564f160fb05b4b79bbdb09c03c4f,45,161,20,0,207,94,0,145,0,2,7,1,0,0,0,1647,0,158,0,11,641,0,0,0,0
52de7db1d670939f4381ac9c9e0e4f38,0,82,17,0,0,5,0,97,0,0,0,0,3,0,0,2005,2,142,0,3,901,0,0,0,0
5594425402daa5d17ba4a9043c1d8ff6,0,48,2,0,0,0,0,88,0,0,7,0,0,0,0,3641,0,113,0,7,1966,0,66,19,0
5747bb8136dcd0aa25e8f7763827db11,1,619,28,0,0,90,0,173,0,1,66,5,0,0,0,4015,0,210,0,190,1441,0,0,0,0
579c29c5407ed999b692374653d25a61,0,94,20,9,0,4,0,116,0,0,4,1,2,0,0,1504,0,156,0,0,421,0,0,0,0
596b466b63d92244aee713b6525cb072,1,62,7,3,0,3,0,82,1,1,16,2,1,0,14,2565,0,120,0,47,890,0,1,0,1
59c47412160b9f60a91c8ab957834434,3,67,1,0,0,2,0,61,0,3,1,0,6,0,0,3230,0,113,0,11,1181,0,0,0,0
59d4d32d1adaab3ed5ecbf5ca9d728ca,0,0,24,0,0,5,1,77,0,0,0,1,0,0,0,1576,0,136,0,5,648,0,0,0,0
59e6368a8342e3611348ed0e93ceddb1,1,10,1,0,0,1,0,5,0,1,0,0,0,0,0,735,0,47,0,83,361,0,286,19,0
5d83718570cad6c421fc5c9e9b80159e,6,389,24,0,0,26,0,170,0,3,2,0,0,0,0,2850,0,225,0,15,1412,0,0,0,0
5e66d52f7dbe6d4c038a3a918f4ff91a,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,13,0,6,0,0,1,0,1,0,0
5f1981994e777f8d76c45df9adfc8662,1,434,35,101,1,10,4,108,0,1,63,4,7,0,7,1495,4,147,0,2,584,0,0,0,2
60085c119be41ce2a56c2576583d821c,1,237,20,191,0,11,7,152,0,1,0,0,1,0,1,2032,0,203,0,67,579,0,0,0,12
604adb5a2ffd0f8313a8b6f1da784ba5,0,488,18,0,0,6,0,80,0,0,2,2,0,0,0,1626,0,119,0,14,739,0,0,0,0
633b46db3cea2ec83b4b196dcf9f7e76,0,380,28,2,0,94,0,80,0,0,36,4,1,0,73,3810,0,143,0,171,2067,0,0,0,0
641eaeb08588407b37b1c2c109b59761,0,74,18,4,0,1,0,76,0,0,2,0,0,0,0,1047,0,90,0,4,356,0,1,0,0
64d3bd3b339f63a66b8c878b561551d8,9,309,19,0,4,26,0,183,0,8,33,0,5,0,6,3270,3,246,0,9,1264,0,0,0,0
65e452ca8afdf0ba6a8cbc4af63da728,2,185,31,54,0,27,0,117,0,2,41,0,0,0,0,1906,0,152,0,7,906,0,6,2,0
6673ff23881e8c0ef5aae29ed547d83d,2,78,3,0,3,2,0,66,0,1,2,0,0,0,0,2576,0,115,0,26,1105,0,1,0,0
681a2ee5f3fe039c1d403fccb58a3a67,0,0,6,0,0,0,0,78,0,0,0,0,0,0,0,2927,0,149,0,37,1020,0,0,0,0
6a574b00e6da1dad01065f3d90738721,2,225,41,0,0,27,0,237,0,1,11,0,1,0,0,3487,1,289,0,4,1283,0,0,0,0
6ae71a054e9a503a1f0950de131833a2,0,142,21,0,0,17,0,209,0,0,0,0,2,0,6,3499,2,307,0,4,1405,0,0,0,0
6c7ea17b19edee01e39075dfbd783085,8,99,17,0,0,10,0,130,3,2,15,0,2,0,0,5047,3,202,0,161,1948,0,0,0,0
6d4b7a6f7c4c3aa2fe1efed5888e729b,3,326,18,2,0,30,0,166,0,3,34,5,4,0,1,3970,1,241,0,560,891,0,0,0,1
6d5a2a59f6f376602a835fe57c70455b,5,422,20,42,1,1,0,86,0,5,0,1,0,0,0,2160,0,168,0,55,690,0,0,0,1
6df42c634fbdd9f3c1a33219e89e4939,13,553,33,16,0,47,0,209,1,10,44,1,5,0,0,4418,3,397,0,4,1577,0,0,0,0
6eaf54527df79db49356a26daba98656,4,242,16,3,3,13,0,36,1,4,28,2,2,2,0,1829,0,80,0,46,823,0,29,24,1
6f07da24588ef7be16618bbe848d2aa6,0,61,18,0,0,11,0,141,0,0,7,0,0,0,0,2351,0,201,0,1,816,0,0,0,0
71b53ea50ec02d28fc08843ead3717a0,0,11,8,0,0,22,0,104,0,0,6,0,0,0,4,2826,0,135,0,144,1508,0,0,0,0
7359eff18cfd86cf045a149530e26627,1,139,22,0,0,23,0,110,0,1,5,1,1,0,0,2008,49,159,0,12,695,0,0,0,0
76fa75f0e9cd794207dda975ca84dfb3,1,271,19,2,0,14,0,133,0,1,19,2,0,0,2,2982,1,258,0,0,1173,0,0,0,0
77174b6a21fc52977ea8a50f8e325beb,0,133,21,0,0,82,0,123,0,0,1,0,0,0,0,2395,0,167,0,0,1025,0,0,0,0
7b5bd317f5674f7d064f43ca1b6fe259,2,115,27,0,2,7,0,56,0,2,0,1,0,0,0,660,0,59,0,1,279,0,0,0,0
7ba601138e531ca65131aaafdd0b0fca,3,30,7,0,0,1,0,148,0,1,11,0,4,0,0,1977,14,180,0,3,631,0,4,0,0
7c74f9e3da2ec3ebf687ed4da9a1f82b,2,324,22,0,0,33,0,176,0,2,13,0,1,0,0,2386,0,224,0,105,736,0,0,0,0
82641bcdf4d62d9f473022a2bee912d4,5,430,33,11,1,7,0,179,1,5,58,4,8,0,0,3088,15,283,0,26,1177,0,3,3,0
82dc7d436327c606540768cb9f3b55ee,15,187,13,0,7,45,0,90,0,3,12,3,0,0,16,1010,0,102,0,21,439,0,0,0,0
843ac46f8cd7da73c4ae48b2deb4a729,1,114,8,0,0,4,0,90,0,1,18,0,0,0,0,4617,0,161,0,32,2132,0,0,0,0
85345ead7b6db97b141cbdee0b846230,0,134,11,0,0,57,0,104,0,0,22,0,0,0,0,4290,1,163,0,493,1908,0,1,0,0
86348207eecbbfef7db739a2f6595e18,1,100,24,20,0,5,1,102,3,1,22,0,189,0,0,1989,25,139,0,35,840,0,2,0,0
87959ef435c61f280e3402229c796940,1,417,35,22,0,19,0,137,0,1,69,4,7,0,0,1897,2,192,0,18,431,0,0,0,0
89eba477e70f516a1c5ff979282d75ca,0,0,3,0,0,0,0,53,0,0,0,0,0,0,0,1267,0,66,0,1,425,0,0,0,0
8b1862b185a8d8e375ab781e55e3c39a,0,21,3,0,0,1,0,114,0,0,0,1,1,0,0,1728,0,155,0,20,648,0,0,0,0
8e72970e2fdad1fa564d800ba15d72c4,1,310,22,0,0,11,0,197,0,1,0,0,1,0,6,2912,1,248,0,1,1061,0,0,0,0
8eaa803c0b87790ec4290bcd41e5b037,4,229,34,0,0,42,0,68,1,3,18,1,2,0,0,3685,0,170,0,285,1697,0,0,0,0
8f5bbf339fb86953ffe9148794fcc52a,1,132,12,0,0,11,0,95,0,1,32,0,38,0,0,1676,11,111,0,25,816,0,0,0,0
90a865c2953dc448bf959a5eb8a291ee,2,78,11,0,0,8,0,102,0,2,13,0,0,0,0,2674,1,134,0,246,1247,0,0,0,0
91af6d98e1e08516ff7a91ac197e1d9b,0,104,24,0,0,10,0,63,0,0,14,3,3,0,5,2789,2,118,0,150,1147,0,0,0,0
92c1e87578f7b00e26df9d0ad21c63da,26,506,59,15,76,168,0,202,0,9,55,11,2,0,0,3453,0,283,0,114,1424,0,0,0,12
92f1d409e9283fc62ebc7d59279f15c3,0,232,21,0,0,38,0,284,0,0,16,2,1,0,1,4413,0,331,0,13,1941,0,1,1,0
93229bfed1b03a573e6139c21fc4e5c7,3,201,17,0,0,11,0,192,0,3,17,1,1,0,0,3935,3,339,0,34,1394,0,0,0,0
9389bf0edb6c41b051058acbf9317077,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,196,0,30,0,0,23,0,0,0,0
94a2b55405ffb84d8d1d0cb8c54c1e5b,10,274,12,0,4,9,0,92,0,2,62,0,2,0,0,4136,0,134,0,11,1969,0,0,0,0
95289197f5de3bb81c7622133a0199ee,5,550,71,60,3,58,4,161,0,4,64,7,1,0,1,3697,1,426,0,104,909,0,53,12,21
97ff350207ca6a952e2b62129e0549f0,1,221,16,0,0,30,0,116,0,1,0,0,1,0,0,1995,0,157,0,43,776,0,0,0,0
9879db96946fbb8a3e255ab8815c577e,3,121,20,0,0,27,0,195,0,1,24,2,1,0,0,2932,4,235,0,3,1033,0,0,0,0
98a2576c48530076abcaf557f266efd9,16,468,24,0,38,31,0,193,0,3,13,0,2,0,0,2671,0,260,0,96,775,0,32,13,0
98a5d49319bd9712aa26ec593341f2ef,1,8,1,0,0,0,0,13,0,0,0,0,0,0,0,298,0,21,0,14,120,0,52,15,0
995eae68fe66f02aa88128425cc87e81,0,391,27,0,0,9,0,211,0,0,0,0,2,0,0,3014,0,287,0,0,863,0,0,0,0
998d6f7b512c27d4f5c35dbb5922ba44,0,296,28,0,0,38,0,114,0,0,27,2,2,0,0,3576,1,186,0,371,1396,0,0,0,0
99b5057fa31682ed3b10f24d25b4e8ae,5,119,5,0,1,0,0,88,0,0,6,0,2,0,0,2203,2,126,0,6,1114,0,324,292,0
99f3080b05fd0a103b83e9c6bf3ee9a9,0,332,25,0,0,44,0,129,0,0,2,0,0,0,0,2841,0,182,0,206,1070,0,0,0,0
9b430de7406c68bb31fd726c99ac3558,0,123,20,0,0,19,0,164,0,0,0,1,0,0,0,2186,0,217,0,2,724,0,0,0,0
9feda7bbf2a2e9b1b6ed4a1daa538960,10,852,28,0,0,50,0,102,0,10,44,2,9,0,15,2111,18,159,0,14,1125,0,0,0,0
a0dce576762dccbadb3476bad1732c82,0,450,30,14,0,17,0,189,0,0,15,0,1,0,0,3328,2,237,0,10,1533,0,0,0,0
a1b7e8f509e4764f2240c56cf5855e68,0,96,6,0,0,7,0,51,1,0,18,1,4,0,0,2349,0,85,0,52,1161,0,0,0,0
a23402a174a55c4211136df4425a724e,61,444,30,0,65,8,0,225,0,8,25,2,0,0,0,3152,0,280,0,77,1144,0,0,0,0
a2dc2d0036c53b22cb9fb6bc280809f5,2,275,22,0,0,62,0,255,0,2,11,0,0,0,2,3116,0,291,0,3,1205,0,0,0,0
a3891cc21e1dd0051caa212b95c928f0,21,779,36,17,21,42,0,155,0,8,25,4,0,0,1,2272,0,229,0,13,775,0,3,4,0
a41c1eab3d8463a7cb6ea0eb7d813e30,1,38,13,0,0,5,0,36,0,1,8,2,0,0,0,2072,0,90,0,97,773,0,0,0,0
a5841e53cf792922ad8a7c033329f09c,0,47,16,26,0,12,0,175,0,0,1,0,0,0,0,2245,2,228,0,3,542,0,0,0,0
a6458da9625c6ae288440bc3868952f4,7,589,27,0,1,84,0,117,0,1,110,0,0,0,0,4594,0,156,0,242,1807,0,0,0,0
a6a0726e8604766b4636749d9203842b,1,359,30,20,0,82,0,220,0,1,4,3,5,0,0,3087,3,267,0,22,1178,0,0,0,2
a6f51cc7deb4cb5c5f493747f0e6e3a5,6,212,36,12,1,45,0,356,0,1,4,3,2,0,0,5023,1,421,0,0,1997,0,0,0,1
a7e82fef913fa275bef458aade2e5ae4,1,257,31,3,2,17,0,181,0,1,24,4,0,0,0,2541,0,228,0,53,953,0,0,0,2
a92f1708363527a34d93b0bc7840262c,2,399,37,2,0,42,0,256,0,2,64,3,0,0,0,4956,0,339,0,1,2659,0,0,0,0
aaf5852b0146d3dcfb03c52ec0ef48e4,0,118,34,0,0,43,0,122,0,0,18,5,53,0,0,4461,0,175,0,316,2125,0,1,0,0
acc2ce1e332284a8a55fb7e2fd8bf7c3,12,203,17,8,0,10,1,127,0,12,64,3,15,0,1,2301,6,178,0,10,1000,0,3,0,6
af4a88df59c0df41ee7fca0ca57fba3a,0,278,26,0,0,67,0,403,0,0,42,0,0,0,0,5185,0,493,0,35,1830,0,0,0,0
b1dfc5c6ec04d46d1823c5fa972ad320,0,227,21,0,0,31,0,59,0,0,15,5,0,0,0,1500,0,86,0,3,832,0,0,0,0
b2d48f67a089cc23fb2bc7729f8a2300,8,57,20,19,37,8,0,154,0,8,10,0,10,0,0,1834,3,164,0,11,638,0,0,0,18
b3544e076d49acb0dd2af969419895f0,0,46,4,1,0,6,0,148,0,0,11,0,0,0,0,2120,0,181,0,11,614,0,0,0,0
b64ce7758b9f7e58f1ad8bbcf7811e7d,70,345,39,10,219,103,0,199,0,11,35,2,7,0,0,3342,0,273,0,42,1211,0,2,1,5
b69c06f1f563ace3c69c7b32f2a6c850,1,23,30,1,0,11,0,65,0,1,0,1,0,0,0,1122,3,134,0,5,523,0,0,0,0
b71ebce969cf57f578182caf633b6a30,2,46,4,0,0,1,0,38,0,2,8,0,0,0,0,1451,2,58,0,16,732,0,0,0,0
b7848fb18dbf386464e7cb7c37758241,3,470,44,0,1,19,0,204,0,2,42,0,2,0,0,3180,3,309,0,1,1211,0,0,0,0
b84f9624c8d995c6b945afc898bd9973,3,26,36,3,1,20,0,99,0,3,2,2,3,0,0,1768,2,114,0,5,990,0,9,4,2
bc482f9d2bff061e21937607585d9f9b,40,61,14,0,117,8,0,78,0,3,0,1,0,0,0,2650,1,118,0,148,1056,0,0,0,0
bd47306d1ab10377783e37d4d363e482,4,193,36,2,8,91,0,176,0,4,25,6,0,0,0,2524,0,206,0,80,1202,0,0,0,0
be5a4adf3d6c9c52ecbdb00f9ee10ba6,0,25,8,0,0,5,0,18,0,0,2,2,1,0,0,913,0,28,0,0,433,0,0,0,0
be9c58e4a639094d9f2c8bfec91afc16,64,400,36,26,106,77,1,208,0,6,23,1,2,0,0,4614,1,316,0,0,2285,0,0,0,9
bebc49073c8a5def929612def946c281,2,143,20,0,1,19,0,113,0,1,10,2,1,0,0,1982,1,162,0,30,682,0,0,0,0
bed61885e3d7ca38dec377de7cae5683,6,580,271,0,2,73,0,104,0,0,47,11,0,0,0,6182,0,250,0,130,3218,0,1,0,0
c0296da2531bd101d1c7a597bfbe3055,2,56,14,3,0,2,0,33,0,2,1,3,1,0,0,1209,1,45,0,9,586,0,0,0,0
c054e8c731029ce6d73c784213513b09,7,429,88,14,1,86,1,355,0,7,156,4,6,0,0,5187,5,475,0,231,2244,0,1,0,12
c07f5585e0746dbf1021e0534565fc94,0,126,38,0,0,22,0,77,0,0,16,1,0,0,0,1064,0,94,0,2,533,0,0,0,0
c0da6852b9ea51985a0cf3703d39c52d,0,79,20,0,0,31,0,119,0,0,5,2,1,0,0,5326,0,199,0,3,2259,0,0,0,0
c145b6354ca0fccea7eff4ba7fe131a6,0,238,18,0,0,29,0,59,0,0,7,4,0,0,0,2697,0,95,0,162,1147,0,8,0,0
c1c28a94ac4fa24b91c537a648a89d51,7,67,18,0,14,49,0,66,0,3,9,0,0,0,8,2153,0,83,0,130,978,0,0,0,0
c2e15430ed832457c780c948b21c37ec,1,352,13,0,0,1,0,191,0,1,0,1,2,0,0,3078,1,306,0,55,1204,0,0,0,0
c3b33b73130d1e4649f10117f7508195,4,267,23,21,1,20,0,92,0,4,1,1,0,0,0,1688,0,122,0,1,645,0,0,0,27
c417b9b697dc71c81999758513b90878,0,200,0,0,0,0,0,60,0,0,17,0,0,0,0,813,0,75,0,5,256,0,0,0,0
c4430d195d70c8839843f381270e93cd,1,21,7,1,0,10,0,50,1,1,5,0,6,0,0,733,2,58,0,2,324,0,0,0,0
c722908a43fd51130854a1b6b5e91733,0,234,5,0,0,5,0,83,0,0,21,0,3,0,0,4515,3,140,0,24,2205,0,0,0,0
c73d2b1832ee16136b6f3cfe2a596416,6,320,16,3,2,13,0,75,0,3,59,0,0,0,0,2820,0,117,0,26,1219,0,0,0,1
ca7f48cb0d61ed7c967adf1a0010367e,5,410,46,20,0,33,1,124,5,5,56,15,7,0,0,4401,1,413,0,5,1380,0,5,0,7
cada78ef18cca6cc39d55679d9da5d42,0,0,2,1,0,0,0,8,0,0,0,0,0,0,0,593,0,27,0,25,341,0,0,0,0
cb75e24ff92bb3f07f0051b945d5295b,1,154,24,0,0,104,0,303,0,1,15,1,12,0,0,5199,5,354,0,0,2807,0,0,0,0
cc09077d3937c6323346613696ed05c9,1,20,7,0,0,0,0,110,0,1,4,0,0,0,0,4658,0,138,0,2,2556,0,0,0,0
cd8d1190d4e2e17f65c0c7a506f4dd4f,1,34,7,0,0,5,0,148,0,1,2,0,0,0,0,4611,0,174,0,22,1634,0,0,0,0
cdac3b51658dd26dd9cb7a70260f9af5,1,132,19,0,0,46,0,122,1,1,15,1,5,0,0,3757,3,282,0,4,1763,0,0,0,0
d21e4243dd618580580846f676c2b85a,0,166,29,0,0,13,0,306,0,0,15,1,0,0,0,3771,0,342,0,40,1525,0,0,0,0
d391820addb3fcad29eaccb3774f81b9,0,37,12,0,0,45,0,124,0,0,3,0,0,0,0,3617,2,162,0,155,1574,0,14,2,0
d5a1f82d20610cfc2ee2df22e16ad238,3,263,22,0,0,56,0,168,0,3,16,0,0,0,0,2417,0,187,0,39,982,0,0,0,0
d5d6ef4cf638f306e8948582b7662c45,3,416,38,2,0,57,0,288,0,0,13,5,34,0,0,4142,1,339,0,1,1502,0,0,0,0
d60df871c935791074fe3fc9c919b1e4,6,135,19,0,1,9,0,100,0,6,14,1,2,0,0,1464,1,116,0,2,473,0,0,0,0
d88e44d3d77734a236a21543fc9d37de,2,121,6,0,0,5,0,38,0,1,5,0,0,0,2,1651,0,62,0,61,700,0,0,0,0
da03bef31ab2dca5b97f8d240ccb4a61,0,251,26,3,0,37,0,54,0,0,53,3,0,0,0,2527,0,101,0,211,1226,0,0,0,3
dd48bc0174c3ca2370b0a49c2bd6fa82,11,228,41,0,4,15,0,262,0,5,21,3,0,0,1,3722,0,322,0,49,1248,0,1,0,0
