userid,code_copy,code_execution,code_paste,code_speed,notebook_open,tree_open,AttributeError,FileNotFoundError,ImportError,IndentationError,IndexError,KeyError,KeyboardInterrupt,ModuleNotFoundError,NameError,RecursionError,SyntaxError,TabError,TypeError,UnboundLocalError,ValueError,ZeroDivisionError,code_length,HTTPError,SelectorSyntaxError,OverflowError
91c83b1035625bfffaa94684e1f69189,65,549,168,960,62,32,8.0,0.0,0.0,42.0,4.0,0.0,4.0,0.0,25.0,0.0,68.0,8.0,19.0,0.0,1.0,0.0,2685.0,0.0,0.0,0.0
92c1e87578f7b00e26df9d0ad21c63da,225,563,313,1619,82,58,6.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,18.0,0.0,63.0,0.0,7.0,0.0,2.0,0.0,2759.0,0.0,0.0,0.0
95289197f5de3bb81c7622133a0199ee,208,512,317,1400,192,71,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,11.0,0.0,169.0,0.0,11.0,0.0,2.0,0.0,2265.0,0.0,0.0,0.0
9feda7bbf2a2e9b1b6ed4a1daa538960,193,816,318,2758,120,58,4.0,0.0,0.0,12.0,0.0,4.0,10.0,0.0,35.0,0.0,116.0,0.0,4.0,0.0,0.0,0.0,3296.0,0.0,0.0,0.0
a0dce576762dccbadb3476bad1732c82,194,311,172,1695,78,29,0.0,0.0,0.0,11.0,0.0,0.0,5.0,0.0,7.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,2753.0,0.0,0.0,0.0
a23402a174a55c4211136df4425a724e,328,2013,384,5335,181,84,26.0,0.0,0.0,44.0,13.0,0.0,34.0,0.0,27.0,0.0,216.0,1.0,32.0,6.0,6.0,0.0,5249.0,0.0,0.0,0.0
a3891cc21e1dd0051caa212b95c928f0,229,1340,355,3142,131,74,1.0,0.0,0.0,42.0,3.0,2.0,0.0,0.0,10.0,0.0,135.0,14.0,13.0,3.0,0.0,0.0,2944.0,0.0,0.0,0.0
a6f51cc7deb4cb5c5f493747f0e6e3a5,148,1619,475,5272,182,83,6.0,0.0,0.0,41.0,0.0,2.0,7.0,0.0,27.0,0.0,241.0,6.0,20.0,0.0,6.0,0.0,2833.0,0.0,0.0,0.0
a92f1708363527a34d93b0bc7840262c,520,581,398,2988,159,61,1.0,0.0,1.0,12.0,1.0,0.0,0.0,2.0,14.0,0.0,100.0,0.0,15.0,0.0,1.0,0.0,6060.0,0.0,0.0,0.0
aba57d9371fad0ac3066b8b7bec4235f,338,560,248,2352,104,46,4.0,0.0,0.0,7.0,7.0,2.0,4.0,0.0,7.0,0.0,76.0,0.0,6.0,3.0,3.0,0.0,1360.0,0.0,0.0,0.0
b1dfc5c6ec04d46d1823c5fa972ad320,119,497,100,1533,30,19,3.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,7.0,0.0,43.0,1.0,12.0,0.0,2.0,0.0,3585.0,0.0,0.0,0.0
b64ce7758b9f7e58f1ad8bbcf7811e7d,226,606,270,2815,215,73,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,7.0,0.0,78.0,0.0,5.0,0.0,11.0,0.0,2204.0,0.0,0.0,0.0
b661dc0f0eb6c9195e746d3fc6b5b819,188,1051,317,1846,57,32,9.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,21.0,0.0,63.0,0.0,14.0,0.0,0.0,0.0,326616.0,0.0,0.0,0.0
b69c06f1f563ace3c69c7b32f2a6c850,158,221,207,750,53,39,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,2491.0,0.0,0.0,0.0
b84f9624c8d995c6b945afc898bd9973,54,242,76,425,33,24,2.0,0.0,0.0,9.0,0.0,0.0,1.0,10.0,2.0,0.0,14.0,1.0,5.0,0.0,0.0,0.0,2414.0,0.0,0.0,0.0
be9c58e4a639094d9f2c8bfec91afc16,168,757,205,2965,103,54,4.0,0.0,0.0,22.0,30.0,1.0,0.0,0.0,15.0,0.0,77.0,0.0,26.0,1.0,2.0,0.0,4762.0,0.0,0.0,0.0
c054e8c731029ce6d73c784213513b09,546,3204,856,10343,523,144,31.0,0.0,0.0,11.0,5.0,3.0,0.0,1.0,75.0,0.0,334.0,1.0,125.0,1.0,7.0,0.0,9463.0,0.0,0.0,0.0
c07f5585e0746dbf1021e0534565fc94,156,492,236,1609,47,27,1.0,0.0,0.0,16.0,4.0,0.0,3.0,0.0,6.0,0.0,39.0,6.0,17.0,1.0,0.0,0.0,2853.0,0.0,0.0,0.0
c4430d195d70c8839843f381270e93cd,43,129,40,422,28,8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,35.0,0.0,2.0,0.0,0.0,0.0,713.0,0.0,0.0,0.0
ca7f48cb0d61ed7c967adf1a0010367e,101,429,101,3056,152,55,2.0,0.0,0.0,22.0,0.0,1.0,1.0,0.0,7.0,0.0,29.0,0.0,2.0,0.0,2.0,0.0,1356.0,0.0,0.0,0.0
dd48bc0174c3ca2370b0a49c2bd6fa82,319,801,360,3472,124,51,6.0,0.0,0.0,33.0,6.0,1.0,0.0,0.0,20.0,0.0,90.0,0.0,13.0,0.0,3.0,1.0,6008.0,0.0,0.0,0.0
deab088838618d0f80db74ae4a277269,176,871,293,1942,89,59,10.0,0.0,0.0,58.0,10.0,0.0,0.0,0.0,15.0,0.0,114.0,6.0,17.0,10.0,0.0,0.0,5737.0,0.0,0.0,0.0
e4b2ffc5de5a6cc78baf82532886d4b0,61,223,129,878,50,30,1.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,11.0,0.0,72.0,4.0,2.0,0.0,0.0,0.0,1758.0,0.0,0.0,0.0
ea141158ed7650b18c71c29b5cf06bc6,244,441,463,1076,44,34,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,0.0,41.0,1.0,3.0,0.0,1.0,0.0,1740.0,0.0,0.0,0.0
ef3a6cc38845548b4329271ac48d638d,37,122,62,720,28,18,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,1.0,0.0,1.0,0.0,952.0,0.0,0.0,0.0
ef42bcd3300605e66dc7f8c01f773dec,234,978,390,2606,150,61,15.0,0.0,0.0,11.0,7.0,0.0,1.0,0.0,24.0,0.0,87.0,0.0,46.0,0.0,6.0,0.0,4137.0,0.0,0.0,0.0
f081b3cddc1a85f07c2560673f28547f,200,471,357,1475,110,45,0.0,0.0,0.0,51.0,0.0,2.0,1.0,0.0,2.0,0.0,69.0,2.0,3.0,0.0,1.0,0.0,1931.0,0.0,0.0,0.0
f5fd1f70d1747238d53ec5ef722d68d7,379,568,435,3246,236,84,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,70.0,2.0,11.0,0.0,0.0,0.0,2005.0,0.0,0.0,0.0
f8bb7ed0860701686be0bcaad12dcee6,469,754,811,3101,184,67,4.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,16.0,0.0,60.0,0.0,20.0,0.0,7.0,0.0,3315.0,0.0,0.0,0.0
fbc64c2a6c18eb693cb24d8081e034df,97,613,93,686,37,14,10.0,12.0,0.0,0.0,0.0,5.0,0.0,11.0,25.0,0.0,26.0,1.0,14.0,0.0,0.0,0.0,875.0,0.0,0.0,0.0
ff1890cd251474219f303392eaae58d7,15,172,91,829,52,25,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,29.0,0.0,1.0,0.0,1.0,0.0,4886.0,0.0,0.0,0.0
0166b212722c86ab3ec1d7b4859101cd,277,753,308,2963,80,41,18.0,0.0,0.0,15.0,3.0,0.0,2.0,0.0,16.0,0.0,60.0,0.0,22.0,2.0,12.0,0.0,4067.0,0.0,0.0,0.0
0c7b9053af0850d3eaa8b61de50a26cd,157,412,208,2140,81,49,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,38.0,0.0,3.0,0.0,2.0,0.0,2125.0,0.0,0.0,0.0
1924a60113fb281a6408abbe8f72a6fb,237,1110,268,3749,70,50,9.0,0.0,0.0,49.0,9.0,1.0,0.0,0.0,30.0,0.0,86.0,0.0,17.0,3.0,1.0,0.0,11116.0,0.0,0.0,0.0
1dd8718253572f9645ae7b9201175f61,23,77,31,228,17,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,412.0,0.0,0.0,0.0
245922a715b431b4c02a8c8db7b2c679,281,1422,555,4087,92,62,2.0,0.0,0.0,44.0,0.0,1.0,6.0,0.0,24.0,0.0,222.0,0.0,27.0,2.0,3.0,0.0,3344.0,0.0,0.0,0.0
320c71e05fde5152c26575798bfeb953,432,1875,891,5321,140,81,4.0,0.0,0.0,48.0,2.0,5.0,1.0,0.0,26.0,0.0,174.0,0.0,28.0,5.0,25.0,0.0,14843.0,0.0,0.0,0.0
32e7400bb54ff66588587d2f2b1b22c2,207,1036,306,3448,85,37,0.0,0.0,0.0,47.0,4.0,0.0,3.0,0.0,7.0,0.0,107.0,0.0,6.0,0.0,2.0,2.0,3274.0,1.0,0.0,0.0
33525a73fe82d7d174a4b64a1c377015,181,446,172,1761,40,21,0.0,0.0,0.0,11.0,14.0,0.0,2.0,0.0,12.0,0.0,35.0,0.0,10.0,4.0,0.0,0.0,2564.0,0.0,0.0,0.0
33a4533f7a65a9817d130c1d054d9bc2,993,1165,390,2783,180,60,2.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,11.0,0.0,145.0,2.0,76.0,0.0,0.0,0.0,1634.0,0.0,0.0,0.0
33fe133f30a5f6f14bb08aabd4114d92,13,214,25,703,27,10,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,15.0,0.0,45.0,0.0,5.0,0.0,0.0,0.0,679.0,0.0,0.0,0.0
3750e5317d2967d407e66236ad3b7ab5,175,191,254,781,49,27,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,15.0,1.0,6.0,0.0,0.0,0.0,1588.0,0.0,0.0,0.0
3d2fd5b219300a9aee7b21887a24c539,94,217,120,1180,70,26,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,25.0,0.0,7.0,0.0,0.0,0.0,1459.0,0.0,0.0,0.0
3e5fd8ec3f352d90ff3906ae403ebeac,344,864,430,4578,182,88,2.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,14.0,0.0,41.0,0.0,10.0,1.0,0.0,0.0,4672.0,0.0,0.0,0.0
4893f3cef3943bad5fafb0d8105713ed,170,559,239,2836,67,30,8.0,0.0,0.0,9.0,3.0,2.0,0.0,0.0,13.0,0.0,36.0,0.0,15.0,0.0,0.0,0.0,1968.0,0.0,0.0,0.0
49b50200a1d1473ef6b3c08ddc9ad325,203,507,231,2406,70,29,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,29.0,0.0,3.0,0.0,7.0,0.0,1878.0,0.0,0.0,0.0
4e4fc034dea12369dc5de555ad478a07,197,458,306,2203,39,25,8.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,8.0,0.0,34.0,0.0,16.0,0.0,7.0,0.0,4370.0,0.0,0.0,0.0
5104564f160fb05b4b79bbdb09c03c4f,213,387,234,2855,95,39,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,2.0,0.0,34.0,0.0,3.0,0.0,0.0,0.0,1899.0,0.0,0.0,0.0
52de7db1d670939f4381ac9c9e0e4f38,125,142,121,976,40,19,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,25.0,0.0,3.0,0.0,0.0,0.0,1361.0,0.0,0.0,0.0
579c29c5407ed999b692374653d25a61,237,999,248,2668,110,56,2.0,0.0,0.0,15.0,22.0,0.0,0.0,0.0,11.0,0.0,82.0,0.0,35.0,0.0,9.0,0.0,1717.0,0.0,0.0,0.0
59d4d32d1adaab3ed5ecbf5ca9d728ca,60,387,104,1162,16,10,6.0,0.0,0.0,9.0,11.0,0.0,2.0,0.0,1.0,0.0,23.0,1.0,3.0,4.0,5.0,0.0,3179.0,0.0,0.0,0.0
5d83718570cad6c421fc5c9e9b80159e,89,403,127,1651,34,25,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,8.0,0.0,81.0,0.0,6.0,2.0,0.0,0.0,2637.0,0.0,0.0,0.0
60085c119be41ce2a56c2576583d821c,148,385,158,2105,131,40,12.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,11.0,0.0,36.0,0.0,7.0,0.0,2.0,0.0,861.0,0.0,0.0,0.0
65e452ca8afdf0ba6a8cbc4af63da728,222,941,325,2868,58,45,10.0,0.0,0.0,13.0,7.0,0.0,7.0,0.0,23.0,0.0,89.0,0.0,20.0,0.0,0.0,0.0,3765.0,0.0,0.0,0.0
6ae71a054e9a503a1f0950de131833a2,142,450,212,2067,81,53,22.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,8.0,0.0,56.0,0.0,22.0,0.0,1.0,0.0,6808.0,0.0,0.0,0.0
6f07da24588ef7be16618bbe848d2aa6,147,672,282,2739,59,29,1.0,0.0,0.0,7.0,7.0,0.0,2.0,0.0,9.0,0.0,71.0,0.0,16.0,1.0,2.0,0.0,1664.0,0.0,0.0,0.0
7359eff18cfd86cf045a149530e26627,206,349,268,1262,50,24,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,5.0,0.0,44.0,0.0,1.0,0.0,0.0,0.0,1443.0,0.0,0.0,0.0
76fa75f0e9cd794207dda975ca84dfb3,253,928,446,2923,149,49,2.0,0.0,0.0,10.0,4.0,0.0,1.0,0.0,20.0,0.0,81.0,0.0,19.0,2.0,3.0,0.0,2543.0,0.0,0.0,0.0
77174b6a21fc52977ea8a50f8e325beb,151,135,197,1351,31,20,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,0.0,1.0,0.0,1.0,0.0,1371.0,0.0,0.0,0.0
8d9c11b97537972ae63ab86f1a2df325,137,456,116,2519,67,29,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,9.0,0.0,73.0,0.0,3.0,0.0,1.0,0.0,2146.0,0.0,0.0,0.0
8e72970e2fdad1fa564d800ba15d72c4,228,1939,325,5945,108,60,6.0,0.0,0.0,50.0,21.0,0.0,0.0,0.0,21.0,12.0,191.0,0.0,24.0,3.0,4.0,0.0,3851.0,0.0,0.0,0.0
90293757b0d8df178d7552b2a089f24f,30,30,9,193,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,362.0,0.0,0.0,0.0
9090a7ae148ac747f75ff6188ffb66ac,33,348,76,961,52,32,1.0,0.0,0.0,23.0,0.0,0.0,2.0,0.0,11.0,0.0,40.0,0.0,7.0,0.0,0.0,0.0,14058.0,0.0,0.0,0.0
92f1d409e9283fc62ebc7d59279f15c3,137,1288,157,3364,87,43,9.0,0.0,0.0,17.0,1.0,1.0,0.0,0.0,20.0,0.0,99.0,0.0,26.0,0.0,1.0,0.0,2665.0,0.0,0.0,0.0
97ff350207ca6a952e2b62129e0549f0,269,628,275,1787,69,42,2.0,0.0,0.0,16.0,15.0,0.0,1.0,0.0,15.0,0.0,74.0,0.0,7.0,3.0,0.0,0.0,2108.0,0.0,0.0,0.0
9879db96946fbb8a3e255ab8815c577e,117,812,189,3723,112,48,6.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0,22.0,0.0,96.0,0.0,12.0,0.0,2.0,0.0,2617.0,0.0,0.0,0.0
a2dc2d0036c53b22cb9fb6bc280809f5,339,976,368,3052,162,43,0.0,0.0,0.0,17.0,0.0,0.0,7.0,0.0,16.0,0.0,79.0,0.0,9.0,0.0,0.0,0.0,4080.0,0.0,0.0,0.0
af5619ce299308f407e657ff484947cd,95,319,162,1571,117,33,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,42.0,0.0,6.0,0.0,0.0,0.0,2197.0,0.0,0.0,0.0
b1265a2ebe5d632e4fd27bfdfad18bbb,69,545,150,1119,41,24,2.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,18.0,0.0,71.0,14.0,6.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0
b7848fb18dbf386464e7cb7c37758241,536,820,582,3841,125,57,3.0,0.0,0.0,22.0,0.0,4.0,0.0,0.0,17.0,0.0,67.0,0.0,6.0,1.0,3.0,0.0,7242.0,0.0,0.0,0.0
bf29b0c2437076bb44c9626cfae0da04,5,33,6,212,9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,622.0,0.0,0.0,0.0
c2e15430ed832457c780c948b21c37ec,439,526,564,2506,190,54,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.0,4.0,0.0,68.0,0.0,8.0,0.0,0.0,0.0,5547.0,0.0,0.0,0.0
cb75e24ff92bb3f07f0051b945d5295b,127,415,152,1791,85,48,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,35.0,2.0,1.0,0.0,0.0,0.0,2033.0,0.0,0.0,0.0
cdac3b51658dd26dd9cb7a70260f9af5,621,1530,895,4422,109,67,0.0,0.0,0.0,19.0,8.0,1.0,8.0,0.0,22.0,0.0,130.0,0.0,57.0,0.0,4.0,5.0,6630.0,0.0,0.0,0.0
d5a1f82d20610cfc2ee2df22e16ad238,191,597,280,2396,88,40,3.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,6.0,0.0,48.0,0.0,10.0,3.0,4.0,0.0,3396.0,0.0,0.0,0.0
d5d6ef4cf638f306e8948582b7662c45,525,1279,737,4858,114,59,3.0,0.0,0.0,19.0,35.0,0.0,1.0,0.0,12.0,0.0,42.0,0.0,15.0,1.0,4.0,0.0,7207.0,0.0,0.0,0.0
d9da90a997e3bea1785852296c3314d8,503,1302,662,5848,483,95,0.0,0.0,0.0,76.0,2.0,1.0,0.0,0.0,25.0,0.0,127.0,0.0,17.0,2.0,2.0,0.0,4629.0,0.0,0.0,0.0
ddbad40b82dff016c2a5bc1c2c866b5c,162,742,208,3184,59,40,0.0,0.0,0.0,7.0,8.0,2.0,0.0,0.0,28.0,0.0,50.0,0.0,8.0,4.0,1.0,0.0,2506.0,0.0,0.0,0.0
e4f677ad43c84ada8abc579c6abf9aee,476,1956,790,6866,287,114,27.0,11.0,0.0,49.0,49.0,10.0,16.0,4.0,87.0,0.0,139.0,7.0,21.0,5.0,27.0,1.0,19366.0,0.0,1.0,0.0
ef64bcdb755a678ecea401b713fee614,301,473,457,2153,72,29,3.0,0.0,0.0,5.0,6.0,0.0,1.0,0.0,12.0,0.0,89.0,0.0,6.0,1.0,5.0,7.0,3525.0,0.0,0.0,0.0
f0c4f08113a2bc5a9275dd881c616a92,235,597,357,2712,89,40,2.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,9.0,0.0,42.0,0.0,18.0,1.0,2.0,0.0,3547.0,0.0,0.0,0.0
f1641addf883c1130a801d06d07eef4c,246,563,308,2903,92,57,1.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,14.0,0.0,119.0,0.0,3.0,0.0,0.0,0.0,2688.0,0.0,0.0,0.0
f79d398d62d5eaff8d7b1f9f6aaf65ab,70,106,151,797,43,18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2600.0,0.0,0.0,0.0
f83882e0705489c3c0514fe226fdda4f,206,443,271,1473,109,36,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,61.0,0.0,14.0,0.0,1.0,0.0,2066.0,0.0,0.0,0.0
f983f2690eb322bf066c136470e757c9,279,841,446,1534,120,53,1.0,0.0,0.0,55.0,7.0,0.0,0.0,0.0,11.0,0.0,156.0,14.0,27.0,2.0,3.0,0.0,4846.0,0.0,0.0,0.0
